"record","period","region","fishery","group","likelihood","raw_sample_size","standardized_sample_size","input_sample_size","effective_sample_size","effective_fraction","fishery_name","group_label"
625,96,1,3,3,"square_fita",77.4206847691782,1.5180526425329,1.5180526425329,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
626,97,1,3,3,"square_fita",276.604410815184,5.42361589833694,5.42361589833694,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
627,98,1,3,3,"square_fita",663.500877015585,13.0098211179526,13.0098211179526,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
628,100,1,3,3,"square_fita",832.993374450948,16.3332034206068,16.3332034206068,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
629,101,1,3,3,"square_fita",282.310241326211,5.53549492796493,5.53549492796493,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
630,102,1,3,3,"square_fita",225.99770364538,4.43132752245842,4.43132752245842,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
631,103,1,3,3,"square_fita",438.320935304095,8.59452814321755,8.59452814321755,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
632,105,1,3,3,"square_fita",560.237898327588,10.9850568299527,10.9850568299527,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
633,106,1,3,3,"square_fita",70.1147646743925,1.37479930734103,1.37479930734103,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
635,108,1,3,3,"square_fita",272.898379811844,5.35094862376165,5.35094862376165,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
636,110,1,3,3,"square_fita",456.007723763468,8.94132791693074,8.94132791693074,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
637,111,1,3,3,"square_fita",103.145424929636,2.02245931234581,2.02245931234581,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
638,112,1,3,3,"square_fita",131.900461925497,2.5862835671666,2.5862835671666,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
639,113,1,3,3,"square_fita",980.849943837635,19.2323518399536,19.2323518399536,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
640,115,1,3,3,"square_fita",289.121217935768,5.66904348893662,5.66904348893662,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
641,116,1,3,3,"square_fita",182.326515356615,3.5750297128748,3.5750297128748,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
643,118,1,3,3,"square_fita",985.512195121951,19.323768531803,19.323768531803,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
644,120,1,3,3,"square_fita",1105.45644626021,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
647,123,1,3,3,"square_fita",133.350697727912,2.61471956329239,2.61471956329239,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
648,125,1,3,3,"square_fita",318.399354540943,6.24312459884203,6.24312459884203,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
651,128,1,3,3,"square_fita",66.724642299904,1.30832631960596,1.30832631960596,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
652,130,1,3,3,"square_fita",92.1044712647783,1.80597002479957,1.80597002479957,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
665,148,1,3,3,"square_fita",52.0037885754807,1.01968212893099,1.01968212893099,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
671,163,1,3,3,"square_fita",101.432269806788,1.98886803542721,1.98886803542721,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
678,181,1,3,3,"square_fita",129.359199165648,2.53645488560095,2.53645488560095,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
683,192,1,3,3,"square_fita",91.7240612645154,1.79851100518658,1.79851100518658,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
684,195,1,3,3,"square_fita",275.970580627288,5.41118785543703,5.41118785543703,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
685,198,1,3,3,"square_fita",133.143200787413,2.61065099583162,2.61065099583162,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
687,202,1,3,3,"square_fita",140.277308714669,2.75053546499352,2.75053546499352,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
688,204,1,3,3,"square_fita",94.3500106032007,1.8500002079059,1.8500002079059,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
689,207,1,3,3,"square_fita",208.602234172766,4.09023988574051,4.09023988574051,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
692,215,1,3,3,"square_fita",84.4911571607105,1.65668935609236,1.65668935609236,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
694,221,1,3,3,"square_fita",141.418805090988,2.77291774688212,2.77291774688212,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
695,222,1,3,3,"square_fita",138.164665167282,2.70911108171142,2.70911108171142,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
696,224,1,3,3,"square_fita",58.6267143160322,1.14954341796142,1.14954341796142,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
699,232,1,3,3,"square_fita",62.9586405315008,1.23448314767649,1.23448314767649,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
704,246,1,3,3,"square_fita",362.356645500705,7.1050322647197,7.1050322647197,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
705,249,1,3,3,"square_fita",980.366239445446,19.2228674401068,19.2228674401068,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
706,252,1,3,3,"square_fita",329.349351517557,6.45783042191289,6.45783042191289,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
707,255,1,3,3,"square_fita",1607.61197922923,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
708,258,1,3,3,"square_fita",823.998218009083,16.1568278040997,16.1568278040997,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
709,261,1,3,3,"square_fita",815.976738331264,15.9995438888483,15.9995438888483,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
710,264,1,3,3,"square_fita",81.7099445040132,1.60215577458849,1.60215577458849,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
711,267,1,3,3,"square_fita",1635.39928730574,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
712,270,1,3,3,"square_fita",108.400614406887,2.12550224327229,2.12550224327229,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
713,273,1,3,3,"square_fita",730.139601009569,14.3164627648935,14.3164627648935,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
714,276,1,3,3,"square_fita",232.54210518636,4.55964912130118,4.55964912130118,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
715,279,1,3,3,"square_fita",931.286443269893,18.2605184954881,18.2605184954881,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
716,282,1,3,3,"square_fita",419.086399649451,8.21738038528335,8.21738038528335,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
717,285,1,3,3,"square_fita",1563.29883224073,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
718,288,1,3,3,"square_fita",88.5037458385811,1.73536756546238,1.73536756546238,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
719,290,1,3,3,"square_fita",1759.67658358371,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
720,292,1,3,3,"square_fita",1432.47630137583,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
721,295,1,3,3,"square_fita",572.207770646165,11.2197602087483,11.2197602087483,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
722,298,1,3,3,"square_fita",89.4526556231305,1.75397363966923,1.75397363966923,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
723,299,1,3,3,"square_fita",1696.85450034582,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
724,301,1,3,3,"square_fita",519.905941497233,10.1942341470046,10.1942341470046,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
725,304,1,3,3,"square_fita",916.67760967449,17.9740707779312,17.9740707779312,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
726,307,1,3,3,"square_fita",736.222526578955,14.4357358152736,14.4357358152736,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
727,308,1,3,3,"square_fita",2708.29597090696,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
728,310,1,3,3,"square_fita",348.35422441934,6.83047498861452,6.83047498861452,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
729,313,1,3,3,"square_fita",58.292001365726,1.1429804189358,1.1429804189358,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
730,316,1,3,3,"square_fita",614.863385083216,12.0561448055533,12.0561448055533,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
731,317,1,3,3,"square_fita",448.213594682139,8.78850185651252,8.78850185651252,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
732,319,1,3,3,"square_fita",78.2967406504745,1.53523020883283,1.53523020883283,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
733,322,1,3,3,"square_fita",859.043178715011,16.8439838963728,16.8439838963728,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
734,325,1,3,3,"square_fita",227.878714307736,4.4682100844654,4.4682100844654,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
735,326,1,3,3,"square_fita",1423.71897644139,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
736,328,1,3,3,"square_fita",352.179556239112,6.90548149488455,6.90548149488455,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
737,331,1,3,3,"square_fita",835.649322623908,16.3852808357629,16.3852808357629,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
738,334,1,3,3,"square_fita",597.654269144385,11.7187111596938,11.7187111596938,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
739,337,1,3,3,"square_fita",900.898646116291,17.6646793356136,17.6646793356136,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
740,339,1,3,3,"square_fita",466.24810965877,9.14211979723078,9.14211979723078,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
741,342,1,3,3,"square_fita",2237.05038028745,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
742,345,1,3,3,"square_fita",2214.87406977628,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
743,346,1,3,3,"square_fita",3699.1272959002,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
744,348,1,3,3,"square_fita",2912.25996525798,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
745,351,1,3,3,"square_fita",3783.20339418604,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
746,354,1,3,3,"square_fita",1913.21607664323,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
747,357,1,3,3,"square_fita",3609.75072536584,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
748,359,1,3,3,"square_fita",2793.66319759559,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
749,362,1,3,3,"square_fita",3765.34569581533,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
750,365,1,3,3,"square_fita",3276.71242814708,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
751,366,1,3,3,"square_fita",5688.56628912609,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
752,369,1,3,3,"square_fita",3968.12351046762,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
753,372,1,3,3,"square_fita",1901.88284208875,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
754,375,1,3,3,"square_fita",1906.35340220482,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
755,377,1,3,3,"square_fita",3306.56640353775,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
756,379,1,3,3,"square_fita",2125.66257446917,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
757,382,1,3,3,"square_fita",2730.13652644028,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
758,385,1,3,3,"square_fita",1969.25736434011,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
759,387,1,3,3,"square_fita",993.504876456663,19.4804877736601,19.4804877736601,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
760,389,1,3,3,"square_fita",815.889304199473,15.9978294941073,15.9978294941073,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
761,392,1,3,3,"square_fita",1840.79967786806,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
762,395,1,3,3,"square_fita",2230.96176113606,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
763,397,1,3,3,"square_fita",1105.63334889051,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
766,405,1,3,3,"square_fita",460.388518337815,9.02722584976109,9.02722584976109,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
767,406,1,3,3,"square_fita",1578.55753429204,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
768,408,1,3,3,"square_fita",1221.39923720721,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
769,411,1,3,3,"square_fita",430.393087475638,8.43908014658114,8.43908014658114,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
770,414,1,3,3,"square_fita",477.534653266418,9.36342457385133,9.36342457385133,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
771,415,1,3,3,"square_fita",821.544866112293,16.1087228649469,16.1087228649469,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
772,418,1,3,3,"square_fita",454.399939596692,8.90980273719003,8.90980273719003,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
773,421,1,3,3,"square_fita",1522.77560289259,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
774,424,1,3,3,"square_fita",413.649426645305,8.11077307147656,8.11077307147656,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
775,425,1,3,3,"square_fita",2041.61067388608,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
776,427,1,3,3,"square_fita",2116.89402891792,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
777,430,1,3,3,"square_fita",2790.70695406238,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
778,433,1,3,3,"square_fita",6741.48109946587,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
779,434,1,3,3,"square_fita",3783.70633990164,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
780,436,1,3,3,"square_fita",652.417016728183,12.792490524082,12.792490524082,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
781,439,1,3,3,"square_fita",358.563408422342,7.03065506710475,7.03065506710475,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
782,442,1,3,3,"square_fita",1953.3746386879,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
783,443,1,3,3,"square_fita",1419.19254423446,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
784,445,1,3,3,"square_fita",1899.75725671201,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
785,448,1,3,3,"square_fita",3237.33176562405,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
786,451,1,3,3,"square_fita",8941.14443177248,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
787,454,1,3,3,"square_fita",4008.46861192899,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
788,456,1,3,3,"square_fita",7529.29253716424,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
789,459,1,3,3,"square_fita",2407.78062309926,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
790,462,1,3,3,"square_fita",3423.11205715079,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
791,464,1,3,3,"square_fita",1952.37545707909,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
792,466,1,3,3,"square_fita",390.730109059643,7.66137468744399,7.66137468744399,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
794,472,1,3,3,"square_fita",520.179815457568,10.1996042246582,10.1996042246582,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
795,473,1,3,3,"square_fita",377.739428336569,7.40665545757979,7.40665545757979,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
796,475,1,3,3,"square_fita",213.045978671508,4.17737213081388,4.17737213081388,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
797,478,1,3,3,"square_fita",518.116115748499,10.1591395244804,10.1591395244804,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
798,481,1,3,3,"square_fita",891.743713903468,17.4851708608523,17.4851708608523,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
799,484,1,3,3,"square_fita",1048.73132542927,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
800,486,1,3,3,"square_fita",1414.5,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
801,489,1,3,3,"square_fita",729.045746385951,14.2950146350186,14.2950146350186,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
802,492,1,3,3,"square_fita",5683.79120258943,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
803,494,1,3,3,"square_fita",5177.54285925159,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
804,497,1,3,3,"square_fita",1778.56540601028,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
805,500,1,3,3,"square_fita",607.669270820245,11.9150837415734,11.9150837415734,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
806,503,1,3,3,"square_fita",3373.25501309933,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
807,504,1,3,3,"square_fita",2073.89813342667,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
808,506,1,3,3,"square_fita",654.717126221319,12.8375907102219,12.8375907102219,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
809,509,1,3,3,"square_fita",173.472853367122,3.40142849739455,3.40142849739455,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
810,512,1,3,3,"square_fita",1234.61340206186,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
811,514,1,3,3,"square_fita",2716.20941962089,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
812,516,1,3,3,"square_fita",4883.11242732898,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
813,519,1,3,3,"square_fita",2941.64536014148,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
814,522,1,3,3,"square_fita",4075.92740343472,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
815,524,1,3,3,"square_fita",2698.28671159426,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
816,526,1,3,3,"square_fita",1935.37890827184,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
817,529,1,3,3,"square_fita",2510.86498045462,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
818,532,1,3,3,"square_fita",3421.29649249943,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
819,534,1,3,3,"square_fita",964.941937605611,18.9204301491296,18.9204301491296,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
820,537,1,3,3,"square_fita",349.217173697934,6.84739556270459,6.84739556270459,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
821,540,1,3,3,"square_fita",989.219513999722,19.3964610588181,19.3964610588181,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
822,543,1,3,3,"square_fita",2280.01545330543,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
823,544,1,3,3,"square_fita",3926.30170368146,19.6078431372549,19.6078431372549,,,"3.LL.DWFN.1c","3.LL.DWFN.1c"
868,57,1,4,4,"square_fita",64.9732160981096,1,1,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
872,62,1,4,4,"square_fita",776.914154852562,4.73728143202782,4.73728143202782,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
873,63,1,4,4,"square_fita",393.405972850909,2.39881690762749,2.39881690762749,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
876,67,1,4,4,"square_fita",64.5234510487822,1,1,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
893,88,1,4,4,"square_fita",50.7932259922181,1,1,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
895,91,1,4,4,"square_fita",1458.2566809946,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
896,92,1,4,4,"square_fita",1252.70050217455,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
897,93,1,4,4,"square_fita",1663.4128857255,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
898,95,1,4,4,"square_fita",1561.99023301117,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
899,96,1,4,4,"square_fita",1621.87889467347,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
900,97,1,4,4,"square_fita",1371.89322568765,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
901,98,1,4,4,"square_fita",1553.69601765395,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
902,100,1,4,4,"square_fita",1636.53358939756,6.09756097560976,6.09756097560976,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
903,101,1,4,4,"square_fita",653.739317517743,3.98621535071794,3.98621535071794,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
904,102,1,4,4,"square_fita",288.083628846473,1.7566074929663,1.7566074929663,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
905,103,1,4,4,"square_fita",765.877918199366,4.6699873060937,4.6699873060937,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
906,105,1,4,4,"square_fita",622.938637601984,3.79840632684137,3.79840632684137,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
907,106,1,4,4,"square_fita",301.676188444363,1.83948895392904,1.83948895392904,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
908,107,1,4,4,"square_fita",598.160498836853,3.64732011485886,3.64732011485886,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
909,108,1,4,4,"square_fita",696.25435746274,4.24545339916305,4.24545339916305,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
910,110,1,4,4,"square_fita",709.281156114148,4.324885098257,4.324885098257,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
911,111,1,4,4,"square_fita",546.922183829507,3.33489136481407,3.33489136481407,,,"4.LL.DWFN.1d","4.LL.DWFN.1d"
