"time","axis","series","series_label","record","bin","bin_unit","observed","predicted","sample_size","raw_sample_size","weighting_total","prediction_scope","tail_compressed","condition_bin","condition_unit","prediction_definition","fishery_name","model","label"
1965.33333333333,"length","F3_R1","3.LL.DWFN.1c","594",100,"cm",0.0188599747027347,0.0631116815394571,2.49801999187866,127.399019585812,2.49801999187866,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.33333333333,"length","F3_R1","3.LL.DWFN.1c","594",102,"cm",0.0173061334935344,0.0470667661072385,2.49801999187866,127.399019585812,2.49801999187866,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.33333333333,"length","F3_R1","3.LL.DWFN.1c","594",104,"cm",0.00117874841892092,0.0329358198538271,2.49801999187866,127.399019585812,2.49801999187866,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.33333333333,"length","F3_R1","3.LL.DWFN.1c","594",106,"cm",0,0.0209601971793104,2.49801999187866,127.399019585812,2.49801999187866,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.33333333333,"length","F3_R1","3.LL.DWFN.1c","594",108,"cm",0.00117874841892092,0.0252060303063108,2.49801999187866,127.399019585812,2.49801999187866,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",60,"cm",5.81863662184372e-05,4.52550967844107e-10,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",62,"cm",5.81863662184372e-05,4.07737851494377e-05,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",64,"cm",0.000257378705768291,0.000142915971855432,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",66,"cm",0.000597577018649562,0.000397811531036045,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",68,"cm",0.00160245860082819,0.00115322172601952,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",70,"cm",0.0024327810843515,0.00244662794720325,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",72,"cm",0.00778634101130301,0.00461929647041437,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",74,"cm",0.0140640893257137,0.0080087974209652,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",76,"cm",0.0226650394640749,0.0139572096795795,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",78,"cm",0.0373347408975724,0.0220057007781694,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",80,"cm",0.0473487049716847,0.0324577371343343,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",82,"cm",0.0699829332991454,0.0452815944604983,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",84,"cm",0.105026142344386,0.0606442170941657,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",86,"cm",0.119048197102085,0.0785735520316156,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",88,"cm",0.158508739464302,0.096871909819694,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",90,"cm",0.115083691745057,0.110741712544003,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",92,"cm",0.117715352405392,0.115024437530867,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",94,"cm",0.0759115380736268,0.107718525488512,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",96,"cm",0.0392560666030205,0.091302517944974,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",98,"cm",0.0399198920130807,0.0708149706043727,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",100,"cm",0.0126537776430482,0.0512236787749119,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",102,"cm",0.00510211669804845,0.0349434832606224,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",104,"cm",0.00520956954605598,0.0226299940219347,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",106,"cm",0.00231831288415047,0.0138753441907319,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.58333333333,"length","F3_R1","3.LL.DWFN.1c","595",108,"cm",5.81863662184372e-05,0.01512396933502,13.3776574101609,682.260527918206,13.3776574101609,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",58,"cm",9.67547928200253e-05,1.58567108313311e-09,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",60,"cm",0.00143572446205712,4.14610933003645e-11,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",62,"cm",0.000861434677234276,3.8861237726009e-11,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",64,"cm",0.00143572446205712,5.4239744859848e-11,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",66,"cm",0.00258742351775147,9.9129398666981e-08,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",68,"cm",0.00576034445979754,3.15032877566818e-07,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",70,"cm",0.00690572592064248,8.07664910542657e-07,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",72,"cm",0.0105053421616389,1.67008968793467e-06,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",74,"cm",0.0133811022537725,0.000236471932072307,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",76,"cm",0.0320246777146539,0.000717694537450959,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",78,"cm",0.0575260765614914,0.00361198564698909,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",80,"cm",0.0629509900058577,0.0088390388362239,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",82,"cm",0.0702882511646589,0.0191601046214101,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",84,"cm",0.0569807808199937,0.0348416045791262,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",86,"cm",0.0696258099311436,0.0556445131239672,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",88,"cm",0.085556845733345,0.078684792050425,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",90,"cm",0.0648506016998683,0.0994037789191379,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",92,"cm",0.0752858179009866,0.113284724606091,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",94,"cm",0.0972439497600351,0.117645080077796,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",96,"cm",0.0582689073610185,0.112411397904185,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",98,"cm",0.087551038803317,0.0996134209687236,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",100,"cm",0.0438741718731871,0.082241909445306,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",102,"cm",0.0380019910009285,0.0632839862090767,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",104,"cm",0.0317782088377166,0.0451677223443037,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",106,"cm",0.0130085329048545,0.0298353220103311,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",108,"cm",0.00921540707821797,0.0176236338864171,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",110,"cm",0.00271121924854288,0.00986336090342803,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1965.83333333333,"length","F3_R1","3.LL.DWFN.1c","596",112,"cm",0.000287144892411425,0.00788656375963088,19.6078431372549,1864.55521196866,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",62,"cm",0.000570180104759589,4.10808172918825e-05,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",64,"cm",0,8.00941718571278e-05,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",66,"cm",0,0.000225653792366702,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",68,"cm",0.00114036020951917,0.000474614213119797,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",70,"cm",0.000570180104759589,0.000955967489913598,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",72,"cm",0.00114036020951917,0.00184207669720216,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",74,"cm",0.00342108062855752,0.00321907547054068,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",76,"cm",0.00798252146663423,0.00594016154283527,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",78,"cm",0.0250879246094218,0.00976709696237859,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",80,"cm",0.0182457633523068,0.0153243559205824,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",82,"cm",0.0267984649237006,0.0247599775088144,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",84,"cm",0.0516811276784262,0.0384875386288163,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",86,"cm",0.0489420353105043,0.0564649843022699,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",88,"cm",0.0580460762766632,0.0759270519150588,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",90,"cm",0.0721693892199307,0.0927908827750901,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",92,"cm",0.0915582033283233,0.103669927487321,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",94,"cm",0.13790755662852,0.107124803354989,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",96,"cm",0.103788376997985,0.103596621776675,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",98,"cm",0.122903233628031,0.0942355123836649,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",100,"cm",0.0716417738427842,0.0805530806886559,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",102,"cm",0.0592166256735908,0.0643142942342588,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",104,"cm",0.0422076349122116,0.04719967713101,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",106,"cm",0.03451004215149,0.0322440544884947,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",108,"cm",0.017372995489552,0.0200618093595169,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.08333333333,"length","F3_R1","3.LL.DWFN.1c","597",110,"cm",0.00309809325280885,0.0206996068864756,6.45647064453324,329.280002871195,6.45647064453324,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",76,"cm",0.000810938940208563,0.018599052509659,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",78,"cm",0.00283828629072998,0.0163189068294235,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",80,"cm",0.00916491167935071,0.0256228206994213,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",82,"cm",0.0310344366639068,0.0390471758171761,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",84,"cm",0.0722002946048275,0.0575423884014797,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",86,"cm",0.109657068646421,0.0804021309334552,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",88,"cm",0.0968085058849865,0.103165230234398,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",90,"cm",0.100134691262869,0.118946824205544,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",92,"cm",0.0997387668647569,0.122303934786723,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",94,"cm",0.0946255600293482,0.112570451891437,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",96,"cm",0.0855503086202768,0.0937833064261013,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",98,"cm",0.0961071462775814,0.0720103631957798,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",100,"cm",0.109247080922522,0.0517823502053831,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",102,"cm",0.0452447813629157,0.0353395158248698,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",104,"cm",0.0201478739740628,0.0229999973795206,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",106,"cm",0.015482129228766,0.0137095048684789,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",108,"cm",0.0101883806786092,0.00813363301808686,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.33333333333,"length","F3_R1","3.LL.DWFN.1c","598",110,"cm",0.00101883806786092,0.00772241277226328,11.7164706179492,597.540001515408,11.7164706179492,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.58333333333,"length","F3_R1","3.LL.DWFN.1c","599",60,"cm",5.9775176277017e-05,1.24053333178691e-09,19.6078431372549,1817.39197787377,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.58333333333,"length","F3_R1","3.LL.DWFN.1c","599",62,"cm",0.000149437940692543,1.14934878205344e-05,19.6078431372549,1817.39197787377,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.58333333333,"length","F3_R1","3.LL.DWFN.1c","599",64,"cm",0.000179164163896545,4.02849541520364e-05,19.6078431372549,1817.39197787377,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.58333333333,"length","F3_R1","3.LL.DWFN.1c","599",66,"cm",0.000179325528831051,0.000112134335577142,19.6078431372549,1817.39197787377,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.58333333333,"length","F3_R1","3.LL.DWFN.1c","599",68,"cm",0.000407328012855691,0.000507934066841364,19.6078431372549,1817.39197787377,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
1966.58333333333,"length","F3_R1","3.LL.DWFN.1c","599",70,"cm",0.00138235883540854,0.00129258951287689,19.6078431372549,1817.39197787377,19.6078431372549,"complete",TRUE,,,,"3.LL.DWFN.1c","alb","Diagnostic model"
