"record","period","region","fishery","group","likelihood","raw_sample_size","standardized_sample_size","input_sample_size","effective_sample_size","effective_fraction"
631,103,1,3,3,"square_fita",438.320935304095,8.59452814321755,8.59452814321755,,
632,105,1,3,3,"square_fita",560.237898327588,10.9850568299527,10.9850568299527,,
633,106,1,3,3,"square_fita",70.1147646743925,1.37479930734103,1.37479930734103,,
635,108,1,3,3,"square_fita",272.898379811844,5.35094862376165,5.35094862376165,,
636,110,1,3,3,"square_fita",456.007723763468,8.94132791693074,8.94132791693074,,
637,111,1,3,3,"square_fita",103.145424929636,2.02245931234581,2.02245931234581,,
638,112,1,3,3,"square_fita",131.900461925497,2.5862835671666,2.5862835671666,,
639,113,1,3,3,"square_fita",980.849943837635,19.2323518399536,19.2323518399536,,
640,115,1,3,3,"square_fita",289.121217935768,5.66904348893662,5.66904348893662,,
641,116,1,3,3,"square_fita",182.326515356615,3.5750297128748,3.5750297128748,,
643,118,1,3,3,"square_fita",985.512195121951,19.323768531803,19.323768531803,,
644,120,1,3,3,"square_fita",1105.45644626021,19.6078431372549,19.6078431372549,,
647,123,1,3,3,"square_fita",133.350697727912,2.61471956329239,2.61471956329239,,
648,125,1,3,3,"square_fita",318.399354540943,6.24312459884203,6.24312459884203,,
651,128,1,3,3,"square_fita",66.724642299904,1.30832631960596,1.30832631960596,,
652,130,1,3,3,"square_fita",92.1044712647783,1.80597002479957,1.80597002479957,,
665,148,1,3,3,"square_fita",52.0037885754807,1.01968212893099,1.01968212893099,,
671,163,1,3,3,"square_fita",101.432269806788,1.98886803542721,1.98886803542721,,
678,181,1,3,3,"square_fita",129.359199165648,2.53645488560095,2.53645488560095,,
683,192,1,3,3,"square_fita",91.7240612645154,1.79851100518658,1.79851100518658,,
684,195,1,3,3,"square_fita",275.970580627288,5.41118785543703,5.41118785543703,,
685,198,1,3,3,"square_fita",133.143200787413,2.61065099583162,2.61065099583162,,
687,202,1,3,3,"square_fita",140.277308714669,2.75053546499352,2.75053546499352,,
688,204,1,3,3,"square_fita",94.3500106032007,1.8500002079059,1.8500002079059,,
689,207,1,3,3,"square_fita",208.602234172766,4.09023988574051,4.09023988574051,,
692,215,1,3,3,"square_fita",84.4911571607105,1.65668935609236,1.65668935609236,,
694,221,1,3,3,"square_fita",141.418805090988,2.77291774688212,2.77291774688212,,
695,222,1,3,3,"square_fita",138.164665167282,2.70911108171142,2.70911108171142,,
696,224,1,3,3,"square_fita",58.6267143160322,1.14954341796142,1.14954341796142,,
699,232,1,3,3,"square_fita",62.9586405315008,1.23448314767649,1.23448314767649,,
704,246,1,3,3,"square_fita",362.356645500705,7.1050322647197,7.1050322647197,,
705,249,1,3,3,"square_fita",980.366239445446,19.2228674401068,19.2228674401068,,
706,252,1,3,3,"square_fita",329.349351517557,6.45783042191289,6.45783042191289,,
707,255,1,3,3,"square_fita",1607.61197922923,19.6078431372549,19.6078431372549,,
708,258,1,3,3,"square_fita",823.998218009083,16.1568278040997,16.1568278040997,,
709,261,1,3,3,"square_fita",815.976738331264,15.9995438888483,15.9995438888483,,
710,264,1,3,3,"square_fita",81.7099445040132,1.60215577458849,1.60215577458849,,
711,267,1,3,3,"square_fita",1635.39928730574,19.6078431372549,19.6078431372549,,
712,270,1,3,3,"square_fita",108.400614406887,2.12550224327229,2.12550224327229,,
713,273,1,3,3,"square_fita",730.139601009569,14.3164627648935,14.3164627648935,,
714,276,1,3,3,"square_fita",232.54210518636,4.55964912130118,4.55964912130118,,
715,279,1,3,3,"square_fita",931.286443269893,18.2605184954881,18.2605184954881,,
716,282,1,3,3,"square_fita",419.086399649451,8.21738038528335,8.21738038528335,,
717,285,1,3,3,"square_fita",1563.29883224073,19.6078431372549,19.6078431372549,,
718,288,1,3,3,"square_fita",88.5037458385811,1.73536756546238,1.73536756546238,,
719,290,1,3,3,"square_fita",1759.67658358371,19.6078431372549,19.6078431372549,,
720,292,1,3,3,"square_fita",1432.47630137583,19.6078431372549,19.6078431372549,,
721,295,1,3,3,"square_fita",572.207770646165,11.2197602087483,11.2197602087483,,
722,298,1,3,3,"square_fita",89.4526556231305,1.75397363966923,1.75397363966923,,
723,299,1,3,3,"square_fita",1696.85450034582,19.6078431372549,19.6078431372549,,
724,301,1,3,3,"square_fita",519.905941497233,10.1942341470046,10.1942341470046,,
725,304,1,3,3,"square_fita",916.67760967449,17.9740707779312,17.9740707779312,,
726,307,1,3,3,"square_fita",736.222526578955,14.4357358152736,14.4357358152736,,
727,308,1,3,3,"square_fita",2708.29597090696,19.6078431372549,19.6078431372549,,
728,310,1,3,3,"square_fita",348.35422441934,6.83047498861452,6.83047498861452,,
729,313,1,3,3,"square_fita",58.292001365726,1.1429804189358,1.1429804189358,,
730,316,1,3,3,"square_fita",614.863385083216,12.0561448055533,12.0561448055533,,
731,317,1,3,3,"square_fita",448.213594682139,8.78850185651252,8.78850185651252,,
732,319,1,3,3,"square_fita",78.2967406504745,1.53523020883283,1.53523020883283,,
733,322,1,3,3,"square_fita",859.043178715011,16.8439838963728,16.8439838963728,,
734,325,1,3,3,"square_fita",227.878714307736,4.4682100844654,4.4682100844654,,
735,326,1,3,3,"square_fita",1423.71897644139,19.6078431372549,19.6078431372549,,
736,328,1,3,3,"square_fita",352.179556239112,6.90548149488455,6.90548149488455,,
737,331,1,3,3,"square_fita",835.649322623908,16.3852808357629,16.3852808357629,,
738,334,1,3,3,"square_fita",597.654269144385,11.7187111596938,11.7187111596938,,
739,337,1,3,3,"square_fita",900.898646116291,17.6646793356136,17.6646793356136,,
740,339,1,3,3,"square_fita",466.24810965877,9.14211979723078,9.14211979723078,,
741,342,1,3,3,"square_fita",2237.05038028745,19.6078431372549,19.6078431372549,,
742,345,1,3,3,"square_fita",2214.87406977628,19.6078431372549,19.6078431372549,,
743,346,1,3,3,"square_fita",3699.1272959002,19.6078431372549,19.6078431372549,,
744,348,1,3,3,"square_fita",2912.25996525798,19.6078431372549,19.6078431372549,,
745,351,1,3,3,"square_fita",3783.20339418604,19.6078431372549,19.6078431372549,,
746,354,1,3,3,"square_fita",1913.21607664323,19.6078431372549,19.6078431372549,,
747,357,1,3,3,"square_fita",3609.75072536584,19.6078431372549,19.6078431372549,,
748,359,1,3,3,"square_fita",2793.66319759559,19.6078431372549,19.6078431372549,,
749,362,1,3,3,"square_fita",3765.34569581533,19.6078431372549,19.6078431372549,,
750,365,1,3,3,"square_fita",3276.71242814708,19.6078431372549,19.6078431372549,,
751,366,1,3,3,"square_fita",5688.56628912609,19.6078431372549,19.6078431372549,,
752,369,1,3,3,"square_fita",3968.12351046762,19.6078431372549,19.6078431372549,,
753,372,1,3,3,"square_fita",1901.88284208875,19.6078431372549,19.6078431372549,,
754,375,1,3,3,"square_fita",1906.35340220482,19.6078431372549,19.6078431372549,,
755,377,1,3,3,"square_fita",3306.56640353775,19.6078431372549,19.6078431372549,,
756,379,1,3,3,"square_fita",2125.66257446917,19.6078431372549,19.6078431372549,,
757,382,1,3,3,"square_fita",2730.13652644028,19.6078431372549,19.6078431372549,,
758,385,1,3,3,"square_fita",1969.25736434011,19.6078431372549,19.6078431372549,,
759,387,1,3,3,"square_fita",993.504876456663,19.4804877736601,19.4804877736601,,
760,389,1,3,3,"square_fita",815.889304199473,15.9978294941073,15.9978294941073,,
761,392,1,3,3,"square_fita",1840.79967786806,19.6078431372549,19.6078431372549,,
762,395,1,3,3,"square_fita",2230.96176113606,19.6078431372549,19.6078431372549,,
763,397,1,3,3,"square_fita",1105.63334889051,19.6078431372549,19.6078431372549,,
766,405,1,3,3,"square_fita",460.388518337815,9.02722584976109,9.02722584976109,,
767,406,1,3,3,"square_fita",1578.55753429204,19.6078431372549,19.6078431372549,,
768,408,1,3,3,"square_fita",1221.39923720721,19.6078431372549,19.6078431372549,,
769,411,1,3,3,"square_fita",430.393087475638,8.43908014658114,8.43908014658114,,
770,414,1,3,3,"square_fita",477.534653266418,9.36342457385133,9.36342457385133,,
771,415,1,3,3,"square_fita",821.544866112293,16.1087228649469,16.1087228649469,,
772,418,1,3,3,"square_fita",454.399939596692,8.90980273719003,8.90980273719003,,
773,421,1,3,3,"square_fita",1522.77560289259,19.6078431372549,19.6078431372549,,
774,424,1,3,3,"square_fita",413.649426645305,8.11077307147656,8.11077307147656,,
775,425,1,3,3,"square_fita",2041.61067388608,19.6078431372549,19.6078431372549,,
776,427,1,3,3,"square_fita",2116.89402891792,19.6078431372549,19.6078431372549,,
777,430,1,3,3,"square_fita",2790.70695406238,19.6078431372549,19.6078431372549,,
778,433,1,3,3,"square_fita",6741.48109946587,19.6078431372549,19.6078431372549,,
779,434,1,3,3,"square_fita",3783.70633990164,19.6078431372549,19.6078431372549,,
780,436,1,3,3,"square_fita",652.417016728183,12.792490524082,12.792490524082,,
781,439,1,3,3,"square_fita",358.563408422342,7.03065506710475,7.03065506710475,,
782,442,1,3,3,"square_fita",1953.3746386879,19.6078431372549,19.6078431372549,,
783,443,1,3,3,"square_fita",1419.19254423446,19.6078431372549,19.6078431372549,,
784,445,1,3,3,"square_fita",1899.75725671201,19.6078431372549,19.6078431372549,,
785,448,1,3,3,"square_fita",3237.33176562405,19.6078431372549,19.6078431372549,,
786,451,1,3,3,"square_fita",8941.14443177248,19.6078431372549,19.6078431372549,,
787,454,1,3,3,"square_fita",4008.46861192899,19.6078431372549,19.6078431372549,,
788,456,1,3,3,"square_fita",7529.29253716424,19.6078431372549,19.6078431372549,,
789,459,1,3,3,"square_fita",2407.78062309926,19.6078431372549,19.6078431372549,,
790,462,1,3,3,"square_fita",3423.11205715079,19.6078431372549,19.6078431372549,,
791,464,1,3,3,"square_fita",1952.37545707909,19.6078431372549,19.6078431372549,,
792,466,1,3,3,"square_fita",390.730109059643,7.66137468744399,7.66137468744399,,
794,472,1,3,3,"square_fita",520.179815457568,10.1996042246582,10.1996042246582,,
795,473,1,3,3,"square_fita",377.739428336569,7.40665545757979,7.40665545757979,,
796,475,1,3,3,"square_fita",213.045978671508,4.17737213081388,4.17737213081388,,
797,478,1,3,3,"square_fita",518.116115748499,10.1591395244804,10.1591395244804,,
798,481,1,3,3,"square_fita",891.743713903468,17.4851708608523,17.4851708608523,,
799,484,1,3,3,"square_fita",1048.73132542927,19.6078431372549,19.6078431372549,,
800,486,1,3,3,"square_fita",1414.5,19.6078431372549,19.6078431372549,,
801,489,1,3,3,"square_fita",729.045746385951,14.2950146350186,14.2950146350186,,
802,492,1,3,3,"square_fita",5683.79120258943,19.6078431372549,19.6078431372549,,
803,494,1,3,3,"square_fita",5177.54285925159,19.6078431372549,19.6078431372549,,
804,497,1,3,3,"square_fita",1778.56540601028,19.6078431372549,19.6078431372549,,
805,500,1,3,3,"square_fita",607.669270820245,11.9150837415734,11.9150837415734,,
806,503,1,3,3,"square_fita",3373.25501309933,19.6078431372549,19.6078431372549,,
807,504,1,3,3,"square_fita",2073.89813342667,19.6078431372549,19.6078431372549,,
808,506,1,3,3,"square_fita",654.717126221319,12.8375907102219,12.8375907102219,,
809,509,1,3,3,"square_fita",173.472853367122,3.40142849739455,3.40142849739455,,
810,512,1,3,3,"square_fita",1234.61340206186,19.6078431372549,19.6078431372549,,
811,514,1,3,3,"square_fita",2716.20941962089,19.6078431372549,19.6078431372549,,
812,516,1,3,3,"square_fita",4883.11242732898,19.6078431372549,19.6078431372549,,
813,519,1,3,3,"square_fita",2941.64536014148,19.6078431372549,19.6078431372549,,
814,522,1,3,3,"square_fita",4075.92740343472,19.6078431372549,19.6078431372549,,
815,524,1,3,3,"square_fita",2698.28671159426,19.6078431372549,19.6078431372549,,
816,526,1,3,3,"square_fita",1935.37890827184,19.6078431372549,19.6078431372549,,
817,529,1,3,3,"square_fita",2510.86498045462,19.6078431372549,19.6078431372549,,
818,532,1,3,3,"square_fita",3421.29649249943,19.6078431372549,19.6078431372549,,
819,534,1,3,3,"square_fita",964.941937605611,18.9204301491296,18.9204301491296,,
820,537,1,3,3,"square_fita",349.217173697934,6.84739556270459,6.84739556270459,,
821,540,1,3,3,"square_fita",989.219513999722,19.3964610588181,19.3964610588181,,
822,543,1,3,3,"square_fita",2280.01545330543,19.6078431372549,19.6078431372549,,
823,544,1,3,3,"square_fita",3926.30170368146,19.6078431372549,19.6078431372549,,
868,57,1,4,4,"square_fita",64.9732160981096,1,1,,
872,62,1,4,4,"square_fita",776.914154852562,4.73728143202782,4.73728143202782,,
873,63,1,4,4,"square_fita",393.405972850909,2.39881690762749,2.39881690762749,,
876,67,1,4,4,"square_fita",64.5234510487822,1,1,,
893,88,1,4,4,"square_fita",50.7932259922181,1,1,,
895,91,1,4,4,"square_fita",1458.2566809946,6.09756097560976,6.09756097560976,,
896,92,1,4,4,"square_fita",1252.70050217455,6.09756097560976,6.09756097560976,,
897,93,1,4,4,"square_fita",1663.4128857255,6.09756097560976,6.09756097560976,,
898,95,1,4,4,"square_fita",1561.99023301117,6.09756097560976,6.09756097560976,,
899,96,1,4,4,"square_fita",1621.87889467347,6.09756097560976,6.09756097560976,,
900,97,1,4,4,"square_fita",1371.89322568765,6.09756097560976,6.09756097560976,,
901,98,1,4,4,"square_fita",1553.69601765395,6.09756097560976,6.09756097560976,,
902,100,1,4,4,"square_fita",1636.53358939756,6.09756097560976,6.09756097560976,,
903,101,1,4,4,"square_fita",653.739317517743,3.98621535071794,3.98621535071794,,
904,102,1,4,4,"square_fita",288.083628846473,1.7566074929663,1.7566074929663,,
905,103,1,4,4,"square_fita",765.877918199366,4.6699873060937,4.6699873060937,,
906,105,1,4,4,"square_fita",622.938637601984,3.79840632684137,3.79840632684137,,
907,106,1,4,4,"square_fita",301.676188444363,1.83948895392904,1.83948895392904,,
908,107,1,4,4,"square_fita",598.160498836853,3.64732011485886,3.64732011485886,,
909,108,1,4,4,"square_fita",696.25435746274,4.24545339916305,4.24545339916305,,
910,110,1,4,4,"square_fita",709.281156114148,4.324885098257,4.324885098257,,
911,111,1,4,4,"square_fita",546.922183829507,3.33489136481407,3.33489136481407,,
912,112,1,4,4,"square_fita",240.426269680787,1.466013839517,1.466013839517,,
913,113,1,4,4,"square_fita",566.33247719484,3.45324681216366,3.45324681216366,,
914,115,1,4,4,"square_fita",909.464208484364,5.54551346636807,5.54551346636807,,
915,116,1,4,4,"square_fita",875.732234447499,5.33983069785061,5.33983069785061,,
916,117,1,4,4,"square_fita",1527.46729800242,6.09756097560976,6.09756097560976,,
917,118,1,4,4,"square_fita",1607.3712511068,6.09756097560976,6.09756097560976,,
918,120,1,4,4,"square_fita",590.041564960251,3.59781442048934,3.59781442048934,,
920,122,1,4,4,"square_fita",117.611420591534,1,1,,
921,123,1,4,4,"square_fita",400.994810294227,2.44509030667211,2.44509030667211,,
922,125,1,4,4,"square_fita",372.29807327715,2.27011020290945,2.27011020290945,,
923,126,1,4,4,"square_fita",363.228343585483,2.21480697308221,2.21480697308221,,
924,127,1,4,4,"square_fita",359.562432064712,2.19245385405312,2.19245385405312,,
926,130,1,4,4,"square_fita",97.9123810825882,1,1,,
927,131,1,4,4,"square_fita",64.1598857522787,1,1,,
930,135,1,4,4,"square_fita",112.626945882634,1,1,,
942,155,1,4,4,"square_fita",422.166488519936,2.57418590560936,2.57418590560936,,
943,158,1,4,4,"square_fita",120.465104550056,1,1,,
945,163,1,4,4,"square_fita",210.570144735597,1.28396429716828,1.28396429716828,,
946,165,1,4,4,"square_fita",151.413133656288,1,1,,
947,168,1,4,4,"square_fita",119.305737931668,1,1,,
948,171,1,4,4,"square_fita",127.71021600608,1,1,,
949,173,1,4,4,"square_fita",112.527998732387,1,1,,
950,175,1,4,4,"square_fita",370.612691376591,2.2598334840036,2.2598334840036,,
951,178,1,4,4,"square_fita",197.935111221316,1.20692140988607,1.20692140988607,,
952,181,1,4,4,"square_fita",122.702169816038,1,1,,
953,182,1,4,4,"square_fita",336.699905104101,2.05304820185427,2.05304820185427,,
954,184,1,4,4,"square_fita",421.67611982091,2.57119585256653,2.57119585256653,,
955,187,1,4,4,"square_fita",110.426933211763,1,1,,
956,190,1,4,4,"square_fita",144.918164610612,1,1,,
957,192,1,4,4,"square_fita",173.178347969402,1.05596553639879,1.05596553639879,,
958,195,1,4,4,"square_fita",850.054909920163,5.18326164585465,5.18326164585465,,
959,198,1,4,4,"square_fita",64.8834890680522,1,1,,
960,201,1,4,4,"square_fita",79.3735737627655,1,1,,
962,204,1,4,4,"square_fita",213.301452969385,1.30061861566698,1.30061861566698,,
963,207,1,4,4,"square_fita",55.2699202404143,1,1,,
964,210,1,4,4,"square_fita",77.8976511458769,1,1,,
965,213,1,4,4,"square_fita",315.817776745943,1.9257181508899,1.9257181508899,,
966,215,1,4,4,"square_fita",403.543836438611,2.46063314901592,2.46063314901592,,
967,218,1,4,4,"square_fita",52.7035843303899,1,1,,
970,224,1,4,4,"square_fita",450.955878801903,2.74973096830429,2.74973096830429,,
971,227,1,4,4,"square_fita",131.663285979697,1,1,,
972,230,1,4,4,"square_fita",50.5057634576862,1,1,,
974,234,1,4,4,"square_fita",417.841520393235,2.54781414873924,2.54781414873924,,
980,252,1,4,4,"square_fita",447.659247902915,2.72962956038363,2.72962956038363,,
981,255,1,4,4,"square_fita",277.805829833413,1.6939379867891,1.6939379867891,,
982,258,1,4,4,"square_fita",380.726832295508,2.32150507497261,2.32150507497261,,
984,264,1,4,4,"square_fita",1031.48695069997,6.09756097560976,6.09756097560976,,
987,273,1,4,4,"square_fita",62.5419236873034,1,1,,
1000,307,1,4,4,"square_fita",138.593896376648,1,1,,
1001,308,1,4,4,"square_fita",175.922730148661,1.0726995740772,1.0726995740772,,
1004,316,1,4,4,"square_fita",156.320530672201,1,1,,
1007,322,1,4,4,"square_fita",236.631569518022,1.44287542389038,1.44287542389038,,
1018,348,1,4,4,"square_fita",251.368807319702,1.53273662999818,1.53273662999818,,
1019,351,1,4,4,"square_fita",730.571447938806,4.45470395084638,4.45470395084638,,
1020,354,1,4,4,"square_fita",411.379661015995,2.5084125671707,2.5084125671707,,
1022,359,1,4,4,"square_fita",513.346940246287,3.13016426979443,3.13016426979443,,
1025,366,1,4,4,"square_fita",636.797759899538,3.88291317011913,3.88291317011913,,
1026,369,1,4,4,"square_fita",51.1528815119977,1,1,,
1027,372,1,4,4,"square_fita",361.59789649011,2.20486522250067,2.20486522250067,,
1029,377,1,4,4,"square_fita",561.247271863319,3.42223946258121,3.42223946258121,,
1031,382,1,4,4,"square_fita",337.507689917442,2.05797371900879,2.05797371900879,,
1032,385,1,4,4,"square_fita",548.785761647354,3.34625464419118,3.34625464419118,,
1033,387,1,4,4,"square_fita",181.355091058571,1.1058237259669,1.1058237259669,,
1034,389,1,4,4,"square_fita",381.483184660612,2.32611697963788,2.32611697963788,,
1036,395,1,4,4,"square_fita",109.296070572875,1,1,,
1037,397,1,4,4,"square_fita",727.460196235221,4.4357329038733,4.4357329038733,,
1038,399,1,4,4,"square_fita",107.779346270379,1,1,,
1039,402,1,4,4,"square_fita",134.694639656619,1,1,,
1041,406,1,4,4,"square_fita",201.045408030178,1.22588663433036,1.22588663433036,,
1044,414,1,4,4,"square_fita",501.977637831495,3.06083925507009,3.06083925507009,,
1045,415,1,4,4,"square_fita",328.450664768955,2.00274795590826,2.00274795590826,,
1046,418,1,4,4,"square_fita",120.760590262749,1,1,,
1047,421,1,4,4,"square_fita",487.495140091793,2.97253134202313,2.97253134202313,,
1048,424,1,4,4,"square_fita",1049.44289828954,6.09756097560976,6.09756097560976,,
1049,425,1,4,4,"square_fita",1591.19614976162,6.09756097560976,6.09756097560976,,
1050,427,1,4,4,"square_fita",355.107438571523,2.16528925958246,2.16528925958246,,
1051,430,1,4,4,"square_fita",247.744267051985,1.51063577470723,1.51063577470723,,
1052,433,1,4,4,"square_fita",328.85515439185,2.00521435604787,2.00521435604787,,
1053,434,1,4,4,"square_fita",2255.58109749004,6.09756097560976,6.09756097560976,,
1054,436,1,4,4,"square_fita",619.858423387106,3.77962453284821,3.77962453284821,,
1055,439,1,4,4,"square_fita",724.252794773177,4.41617557788523,4.41617557788523,,
1056,442,1,4,4,"square_fita",4649.15588164768,6.09756097560976,6.09756097560976,,
1057,443,1,4,4,"square_fita",6555.41738012098,6.09756097560976,6.09756097560976,,
1058,445,1,4,4,"square_fita",4961.62354166602,6.09756097560976,6.09756097560976,,
1059,448,1,4,4,"square_fita",495.473817741863,3.02118181549917,3.02118181549917,,
1060,451,1,4,4,"square_fita",6588.45477559689,6.09756097560976,6.09756097560976,,
1061,454,1,4,4,"square_fita",2811.41467541413,6.09756097560976,6.09756097560976,,
1062,456,1,4,4,"square_fita",2721.14435298745,6.09756097560976,6.09756097560976,,
1063,459,1,4,4,"square_fita",909.297932812032,5.54449959031727,5.54449959031727,,
1064,462,1,4,4,"square_fita",1621.52017394707,6.09756097560976,6.09756097560976,,
1065,464,1,4,4,"square_fita",5843.4215060465,6.09756097560976,6.09756097560976,,
1066,466,1,4,4,"square_fita",3269.5756363416,6.09756097560976,6.09756097560976,,
1067,469,1,4,4,"square_fita",3333.22492026938,6.09756097560976,6.09756097560976,,
1068,472,1,4,4,"square_fita",5529.71503392352,6.09756097560976,6.09756097560976,,
1069,473,1,4,4,"square_fita",8028.3992191698,6.09756097560976,6.09756097560976,,
1070,475,1,4,4,"square_fita",5760.9653320525,6.09756097560976,6.09756097560976,,
1071,478,1,4,4,"square_fita",6558.6266063401,6.09756097560976,6.09756097560976,,
1072,481,1,4,4,"square_fita",7460.72154268045,6.09756097560976,6.09756097560976,,
1073,484,1,4,4,"square_fita",15177.0641980666,6.09756097560976,6.09756097560976,,
1074,486,1,4,4,"square_fita",11982.8491560774,6.09756097560976,6.09756097560976,,
1075,489,1,4,4,"square_fita",6865.53095945189,6.09756097560976,6.09756097560976,,
1076,492,1,4,4,"square_fita",5819.70130954109,6.09756097560976,6.09756097560976,,
1077,494,1,4,4,"square_fita",10553.1518066453,6.09756097560976,6.09756097560976,,
1078,497,1,4,4,"square_fita",5767.95775718885,6.09756097560976,6.09756097560976,,
1079,500,1,4,4,"square_fita",3740.01411258215,6.09756097560976,6.09756097560976,,
1080,503,1,4,4,"square_fita",4996.15454501257,6.09756097560976,6.09756097560976,,
1081,504,1,4,4,"square_fita",10784.3065068701,6.09756097560976,6.09756097560976,,
1082,506,1,4,4,"square_fita",5496.48521484646,6.09756097560976,6.09756097560976,,
1083,509,1,4,4,"square_fita",4113.99485807684,6.09756097560976,6.09756097560976,,
1084,512,1,4,4,"square_fita",5754.54881582343,6.09756097560976,6.09756097560976,,
1085,514,1,4,4,"square_fita",17163.0569689829,6.09756097560976,6.09756097560976,,
1086,516,1,4,4,"square_fita",10495.97191018,6.09756097560976,6.09756097560976,,
1087,519,1,4,4,"square_fita",6184.1263674375,6.09756097560976,6.09756097560976,,
1088,522,1,4,4,"square_fita",8182.27427960806,6.09756097560976,6.09756097560976,,
1089,524,1,4,4,"square_fita",7457.52653283446,6.09756097560976,6.09756097560976,,
1090,526,1,4,4,"square_fita",1675.19976921297,6.09756097560976,6.09756097560976,,
1091,529,1,4,4,"square_fita",3823.29660621855,6.09756097560976,6.09756097560976,,
1092,532,1,4,4,"square_fita",5000.46214853196,6.09756097560976,6.09756097560976,,
1093,534,1,4,4,"square_fita",3162.26905312279,6.09756097560976,6.09756097560976,,
1094,537,1,4,4,"square_fita",2853.10290118038,6.09756097560976,6.09756097560976,,
1095,540,1,4,4,"square_fita",2177.66656641316,6.09756097560976,6.09756097560976,,
1096,543,1,4,4,"square_fita",7908.61122189073,6.09756097560976,6.09756097560976,,
1097,544,1,4,4,"square_fita",5248.84080625916,6.09756097560976,6.09756097560976,,
1259,243,1,6,6,"square_fita",420.73374657664,4.72734546715326,4.72734546715326,,
1260,246,1,6,6,"square_fita",265.526532156583,2.98344418153464,2.98344418153464,,
1262,252,1,6,6,"square_fita",199.791813070977,2.24485183225817,2.24485183225817,,
1263,255,1,6,6,"square_fita",317.992878964313,3.57295369622823,3.57295369622823,,
1264,258,1,6,6,"square_fita",381.947822008258,4.29154856189053,4.29154856189053,,
1265,261,1,6,6,"square_fita",80.2394729588678,1,1,,
1269,273,1,6,6,"square_fita",67.8408032188258,1,1,,
1271,279,1,6,6,"square_fita",803.725123592697,9.03061936621008,9.03061936621008,,
1272,282,1,6,6,"square_fita",864.7616091645,9.71642257488202,9.71642257488202,,
1273,285,1,6,6,"square_fita",440.046695698329,4.94434489548685,4.94434489548685,,
1274,288,1,6,6,"square_fita",1006.4668741592,11.2359550561798,11.2359550561798,,
1275,290,1,6,6,"square_fita",1835.22081308749,11.2359550561798,11.2359550561798,,
1276,292,1,6,6,"square_fita",1641.75584500597,11.2359550561798,11.2359550561798,,
1277,295,1,6,6,"square_fita",1030.27934912348,11.2359550561798,11.2359550561798,,
1278,298,1,6,6,"square_fita",2244.72267836939,11.2359550561798,11.2359550561798,,
1279,299,1,6,6,"square_fita",3279.91657365396,11.2359550561798,11.2359550561798,,
1280,301,1,6,6,"square_fita",4449.18071037174,11.2359550561798,11.2359550561798,,
1281,304,1,6,6,"square_fita",2079.25307823217,11.2359550561798,11.2359550561798,,
1282,307,1,6,6,"square_fita",3848.11754071824,11.2359550561798,11.2359550561798,,
