"year","fishery","type","value"
1994,"Fishery 10","Predicted",74.5024339263054
1995,"Fishery 10","Predicted",74.2877438778888
1996,"Fishery 10","Predicted",74.1309823446617
1997,"Fishery 10","Predicted",74.0345955379196
1998,"Fishery 10","Predicted",74.0000875415444
1999,"Fishery 10","Predicted",74.0279968412781
2000,"Fishery 10","Predicted",74.1178879218328
2001,"Fishery 10","Predicted",74.2683580629613
2002,"Fishery 10","Predicted",74.4770592284373
2003,"Fishery 10","Predicted",74.7407347063755
2004,"Fishery 10","Predicted",75.0552699291312
2005,"Fishery 10","Predicted",75.4157566797524
2006,"Fishery 10","Predicted",75.8165696830635
2007,"Fishery 10","Predicted",76.2514543862032
2008,"Fishery 10","Predicted",76.71362455883
2009,"Fishery 10","Predicted",77.1958681899768
2010,"Fishery 10","Predicted",77.6906600290702
2011,"Fishery 10","Predicted",78.1902790149485
2012,"Fishery 10","Predicted",78.6869287604391
2013,"Fishery 10","Predicted",79.1728592123722
2014,"Fishery 10","Predicted",79.6404875885692
2015,"Fishery 10","Predicted",80.0825167046219
2016,"Fishery 10","Predicted",80.4920488440146
2017,"Fishery 10","Predicted",80.8626933946838
2018,"Fishery 10","Predicted",81.1886665723816
2019,"Fishery 10","Predicted",81.4648816746945
2020,"Fishery 10","Predicted",81.6870284573335
2021,"Fishery 10","Predicted",81.8516403940544
2022,"Fishery 10","Predicted",81.9561487706405
1980,"Fishery 11","Predicted",82.5332301551891
1981,"Fishery 11","Predicted",82.1275218326772
1982,"Fishery 11","Predicted",81.6886142435344
1983,"Fishery 11","Predicted",81.2233563938929
1984,"Fishery 11","Predicted",80.7390084768869
1985,"Fishery 11","Predicted",80.2431285797668
1986,"Fishery 11","Predicted",79.7434547424759
1987,"Fishery 11","Predicted",79.2477842081249
1988,"Fishery 11","Predicted",78.7638517496211
1989,"Fishery 11","Predicted",78.2992089711239
1990,"Fishery 11","Predicted",77.861106467788
1991,"Fishery 11","Predicted",77.4563806826508
1992,"Fishery 11","Predicted",77.0913472262254
1993,"Fishery 11","Predicted",76.7717023235106
1994,"Fishery 11","Predicted",76.5024339263054
1995,"Fishery 11","Predicted",76.2877438778888
1996,"Fishery 11","Predicted",76.1309823446617
1997,"Fishery 11","Predicted",76.0345955379196
1998,"Fishery 11","Predicted",76.0000875415444
1999,"Fishery 11","Predicted",76.0279968412781
2000,"Fishery 11","Predicted",76.1178879218328
2001,"Fishery 11","Predicted",76.2683580629613
2002,"Fishery 11","Predicted",76.4770592284373
2003,"Fishery 11","Predicted",76.7407347063755
2004,"Fishery 11","Predicted",77.0552699291312
2005,"Fishery 11","Predicted",77.4157566797524
2006,"Fishery 11","Predicted",77.8165696830635
2007,"Fishery 11","Predicted",78.2514543862032
2008,"Fishery 11","Predicted",78.71362455883
2009,"Fishery 11","Predicted",79.1958681899768
2010,"Fishery 11","Predicted",79.6906600290702
2011,"Fishery 11","Predicted",80.1902790149485
2012,"Fishery 11","Predicted",80.6869287604391
2013,"Fishery 11","Predicted",81.1728592123722
2014,"Fishery 11","Predicted",81.6404875885692
2015,"Fishery 11","Predicted",82.0825167046219
2016,"Fishery 11","Predicted",82.4920488440146
2017,"Fishery 11","Predicted",82.8626933946838
2018,"Fishery 11","Predicted",83.1886665723816
2019,"Fishery 11","Predicted",83.4648816746945
2020,"Fishery 11","Predicted",83.6870284573335
2021,"Fishery 11","Predicted",83.8516403940544
2022,"Fishery 11","Predicted",83.9561487706405
1980,"Fishery 12","Predicted",84.5332301551891
1981,"Fishery 12","Predicted",84.1275218326772
1982,"Fishery 12","Predicted",83.6886142435344
1983,"Fishery 12","Predicted",83.2233563938929
1984,"Fishery 12","Predicted",82.7390084768869
1985,"Fishery 12","Predicted",82.2431285797668
1986,"Fishery 12","Predicted",81.7434547424759
1987,"Fishery 12","Predicted",81.2477842081249
1988,"Fishery 12","Predicted",80.7638517496211
1989,"Fishery 12","Predicted",80.2992089711239
1990,"Fishery 12","Predicted",79.861106467788
1991,"Fishery 12","Predicted",79.4563806826508
1992,"Fishery 12","Predicted",79.0913472262254
1993,"Fishery 12","Predicted",78.7717023235106
1994,"Fishery 12","Predicted",78.5024339263054
1995,"Fishery 12","Predicted",78.2877438778888
1996,"Fishery 12","Predicted",78.1309823446617
1997,"Fishery 12","Predicted",78.0345955379196
1998,"Fishery 12","Predicted",78.0000875415444
1999,"Fishery 12","Predicted",78.0279968412781
2000,"Fishery 12","Predicted",78.1178879218328
2001,"Fishery 12","Predicted",78.2683580629613
2002,"Fishery 12","Predicted",78.4770592284373
2003,"Fishery 12","Predicted",78.7407347063755
2004,"Fishery 12","Predicted",79.0552699291312
2005,"Fishery 12","Predicted",79.4157566797524
2006,"Fishery 12","Predicted",79.8165696830635
2007,"Fishery 12","Predicted",80.2514543862032
2008,"Fishery 12","Predicted",80.71362455883
2009,"Fishery 12","Predicted",81.1958681899768
2010,"Fishery 12","Predicted",81.6906600290702
2011,"Fishery 12","Predicted",82.1902790149485
2012,"Fishery 12","Predicted",82.6869287604391
2013,"Fishery 12","Predicted",83.1728592123722
2014,"Fishery 12","Predicted",83.6404875885692
2015,"Fishery 12","Predicted",84.0825167046219
2016,"Fishery 12","Predicted",84.4920488440146
2017,"Fishery 12","Predicted",84.8626933946838
2018,"Fishery 12","Predicted",85.1886665723816
2019,"Fishery 12","Predicted",85.4648816746945
2020,"Fishery 12","Predicted",85.6870284573335
2021,"Fishery 12","Predicted",85.8516403940544
2022,"Fishery 12","Predicted",85.9561487706405
