"metric","level","draw","panel_set","value","weight","axis","unit","definition"
"dynamic_spawning_depletion","Higher",10,"tag_mixing",0.45647831112885,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",11,"tag_mixing",0.370000783475944,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",11,"tag_mixing",0.420000783475944,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",12,"tag_mixing",0.407074166559965,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",12,"tag_mixing",0.457074166559965,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",13,"tag_mixing",0.483613362946131,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",13,"tag_mixing",0.533613362946131,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",14,"tag_mixing",0.52924858845559,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",14,"tag_mixing",0.57924858845559,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",15,"tag_mixing",0.502023027212569,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",15,"tag_mixing",0.552023027212569,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",16,"tag_mixing",0.426967734666795,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",16,"tag_mixing",0.476967734666795,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",17,"tag_mixing",0.373088200649635,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",17,"tag_mixing",0.423088200649635,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",18,"tag_mixing",0.389921020258266,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",18,"tag_mixing",0.439921020258266,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",19,"tag_mixing",0.461990176773036,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",19,"tag_mixing",0.511990176773036,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",20,"tag_mixing",0.52303562005821,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",20,"tag_mixing",0.57303562005821,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",21,"tag_mixing",0.516932451082885,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",21,"tag_mixing",0.566932451082885,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",22,"tag_mixing",0.449291895256768,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",22,"tag_mixing",0.499291895256768,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",23,"tag_mixing",0.382302367665986,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",23,"tag_mixing",0.432302367665986,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",24,"tag_mixing",0.37755373103947,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",24,"tag_mixing",0.42755373103947,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",25,"tag_mixing",0.439411859992178,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",25,"tag_mixing",0.489411859992178,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",26,"tag_mixing",0.511004676038368,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",26,"tag_mixing",0.561004676038368,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",27,"tag_mixing",0.52651007427236,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",27,"tag_mixing",0.57651007427236,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",28,"tag_mixing",0.47167246306463,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",28,"tag_mixing",0.52167246306463,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",29,"tag_mixing",0.396909289262963,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",29,"tag_mixing",0.446909289262963,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",30,"tag_mixing",0.370957470072571,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",30,"tag_mixing",0.420957470072571,1,"tag_mixing","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",1,"reporting_effort",0.517317678784632,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",1,"reporting_effort",0.567317678784632,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",2,"reporting_effort",0.522743794146055,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",2,"reporting_effort",0.572743794146055,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",3,"reporting_effort",0.461289600644789,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",3,"reporting_effort",0.511289600644789,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",4,"reporting_effort",0.389455800375366,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",4,"reporting_effort",0.439455800375366,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",5,"reporting_effort",0.373286058026949,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",5,"reporting_effort",0.423286058026949,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",6,"reporting_effort",0.427646760144086,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",6,"reporting_effort",0.477646760144086,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",7,"reporting_effort",0.502558927897503,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",7,"reporting_effort",0.552558927897503,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",8,"reporting_effort",0.529148659729871,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",8,"reporting_effort",0.579148659729871,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",9,"reporting_effort",0.482969478819341,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",9,"reporting_effort",0.532969478819341,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",10,"reporting_effort",0.40647831112885,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",10,"reporting_effort",0.45647831112885,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",11,"reporting_effort",0.370000783475944,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",11,"reporting_effort",0.420000783475944,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",12,"reporting_effort",0.407074166559965,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",12,"reporting_effort",0.457074166559965,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",13,"reporting_effort",0.483613362946131,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",13,"reporting_effort",0.533613362946131,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",14,"reporting_effort",0.52924858845559,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",14,"reporting_effort",0.57924858845559,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",15,"reporting_effort",0.502023027212569,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",15,"reporting_effort",0.552023027212569,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",16,"reporting_effort",0.426967734666795,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",16,"reporting_effort",0.476967734666795,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",17,"reporting_effort",0.373088200649635,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",17,"reporting_effort",0.423088200649635,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",18,"reporting_effort",0.389921020258266,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",18,"reporting_effort",0.439921020258266,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",19,"reporting_effort",0.461990176773036,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",19,"reporting_effort",0.511990176773036,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",20,"reporting_effort",0.52303562005821,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",20,"reporting_effort",0.57303562005821,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",21,"reporting_effort",0.516932451082885,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",21,"reporting_effort",0.566932451082885,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",22,"reporting_effort",0.449291895256768,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",22,"reporting_effort",0.499291895256768,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",23,"reporting_effort",0.382302367665986,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",23,"reporting_effort",0.432302367665986,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",24,"reporting_effort",0.37755373103947,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",24,"reporting_effort",0.42755373103947,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",25,"reporting_effort",0.439411859992178,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",25,"reporting_effort",0.489411859992178,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",26,"reporting_effort",0.511004676038368,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",26,"reporting_effort",0.561004676038368,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",27,"reporting_effort",0.52651007427236,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",27,"reporting_effort",0.57651007427236,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",28,"reporting_effort",0.47167246306463,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",28,"reporting_effort",0.52167246306463,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",29,"reporting_effort",0.396909289262963,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",29,"reporting_effort",0.446909289262963,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Lower",30,"reporting_effort",0.370957470072571,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
"dynamic_spawning_depletion","Higher",30,"reporting_effort",0.420957470072571,1,"reporting_effort","ratio","Illustrative dynamic spawning depletion"
