"time","group","model","status_type","relative_biomass","relative_f","depletion","depletion_limit","weight"
1994,"Diagnostic model","reference","reference",1.8222322484209,1.47392304398453,0.637781286947313,0.2,0
1995,"Diagnostic model","reference","reference",1.84677352789031,1.36764959413186,0.646370734761608,0.2,0
1996,"Diagnostic model","reference","reference",1.86351997331829,1.26585774937593,0.652231990661402,0.2,0
1997,"Diagnostic model","reference","reference",1.89537282537382,1.30299174903437,0.663380488880837,0.2,0
1998,"Diagnostic model","reference","reference",1.86811500562579,1.4904779187128,0.653840251969026,0.2,0
1999,"Diagnostic model","reference","reference",1.85222511859527,1.69747614910887,0.648278791508346,0.2,0
2000,"Diagnostic model","reference","reference",1.80691012654414,1.76632714787945,0.63241854429045,0.2,0
2001,"Diagnostic model","reference","reference",1.71545631102043,1.66112461252657,0.60040970885715,0.2,0
2002,"Diagnostic model","reference","reference",1.6150066078175,1.50960100775443,0.565252312736127,0.2,0
2003,"Diagnostic model","reference","reference",1.52920493142606,1.49166543120691,0.535221725999121,0.2,0
2004,"Diagnostic model","reference","reference",1.50153747288729,1.67147038524229,0.525538115510552,0.2,0
2005,"Diagnostic model","reference","reference",1.54859003448972,1.92960130865591,0.542006512071403,0.2,0
2006,"Diagnostic model","reference","reference",1.56327501997126,2.06581892950441,0.547146256989939,0.2,0
2007,"Diagnostic model","reference","reference",1.53379177663809,1.98445729714002,0.536827121823333,0.2,0
2008,"Diagnostic model","reference","reference",1.49801243882233,1.79094782783647,0.524304353587817,0.2,0
2009,"Diagnostic model","reference","reference",1.46043929422475,1.70288810448797,0.511153752978661,0.2,0
2010,"Diagnostic model","reference","reference",1.43395074756999,1.84998632585195,0.501882761649498,0.2,0
2011,"Diagnostic model","reference","reference",1.44688534577414,2.14668585958243,0.50640987102095,0.2,0
2012,"Diagnostic model","reference","reference",1.45477939217584,2.36198470310331,0.509172787261542,0.2,0
2013,"Diagnostic model","reference","reference",1.43343245316732,2.3304388129004,0.501701358608563,0.2,0
2014,"Diagnostic model","reference","reference",1.45270058237995,2.11173484821671,0.508445203832983,0.2,0
2015,"Diagnostic model","reference","reference",1.41863038762196,1.94532678132313,0.496520635667687,0.2,0
2016,"Diagnostic model","reference","reference",1.36273570932011,2.0330565335165,0.476957498262039,0.2,0
2017,"Diagnostic model","reference","reference",1.30587081736109,2.34695359875677,0.457054786076381,0.2,0
2018,"Diagnostic model","reference","reference",1.28982860484352,2.64493280271108,0.45144001169523,0.2,0
2019,"Diagnostic model","reference","reference",1.24213668679386,2.68918814106985,0.434747840377849,0.2,0
2020,"Diagnostic model","reference","reference",1.18881546194057,2.47043367771643,0.416085411679199,0.2,0
2021,"Diagnostic model","reference","reference",1.21555283673315,2.22675944592476,0.425443492856604,0.2,0
2022,"Diagnostic model","reference","reference",1.30767514063849,2.23027105221329,0.457686299223471,0.2,0
1954,"Member 1","member-1","model",2.69454416238783,0.2365,0.943090456835741,0.2,0.166666666666667
1955,"Member 1","member-1","model",2.67140523978196,0.242652000180035,0.934991833923687,0.2,0.166666666666667
1956,"Member 1","member-1","model",2.65398154828937,0.253312311761021,0.928893541901279,0.2,0.166666666666667
1957,"Member 1","member-1","model",2.63686553675341,0.263360785378599,0.922902937863695,0.2,0.166666666666667
1958,"Member 1","member-1","model",2.61722998092801,0.271186126165568,0.916030493324805,0.2,0.166666666666667
1959,"Member 1","member-1","model",2.57952747305515,0.281783338740337,0.902834615569302,0.2,0.166666666666667
1960,"Member 1","member-1","model",2.54442525970228,0.301829705099623,0.890548840895797,0.2,0.166666666666667
1961,"Member 1","member-1","model",2.5006511108577,0.330264242806685,0.875227888800196,0.2,0.166666666666667
1962,"Member 1","member-1","model",2.44251822916806,0.355852229814578,0.854881380208821,0.2,0.166666666666667
1963,"Member 1","member-1","model",2.36503872573288,0.367300625234109,0.827763554006507,0.2,0.166666666666667
1964,"Member 1","member-1","model",2.30353217572926,0.367019260817546,0.806236261505241,0.2,0.166666666666667
1965,"Member 1","member-1","model",2.29263364611071,0.372717873477328,0.80242177613875,0.2,0.166666666666667
1966,"Member 1","member-1","model",2.25774869245218,0.401567037100396,0.790212042358264,0.2,0.166666666666667
1967,"Member 1","member-1","model",2.17385862227489,0.450751200893798,0.760850517796211,0.2,0.166666666666667
1968,"Member 1","member-1","model",2.06282172708152,0.495528885730251,0.721987604478533,0.2,0.166666666666667
1969,"Member 1","member-1","model",1.99230086525116,0.510857996471019,0.697305302837907,0.2,0.166666666666667
1970,"Member 1","member-1","model",1.94676206066595,0.497931658602943,0.681366721233082,0.2,0.166666666666667
1971,"Member 1","member-1","model",1.86465305622606,0.488074265908863,0.652628569679123,0.2,0.166666666666667
1972,"Member 1","member-1","model",1.77676249783902,0.515702593523858,0.621866874243655,0.2,0.166666666666667
1973,"Member 1","member-1","model",1.67174535162168,0.583373802304725,0.585110873067588,0.2,0.166666666666667
1974,"Member 1","member-1","model",1.57771450093872,0.653959376432599,0.552200075328552,0.2,0.166666666666667
1975,"Member 1","member-1","model",1.59346931479802,0.682208947952954,0.557714260179307,0.2,0.166666666666667
1976,"Member 1","member-1","model",1.73133776662676,0.659193357177858,0.605968218319368,0.2,0.166666666666667
1977,"Member 1","member-1","model",1.83584128383491,0.626257141911653,0.642544449342217,0.2,0.166666666666667
1978,"Member 1","member-1","model",1.8432619681381,0.64033194140714,0.645141688848334,0.2,0.166666666666667
1979,"Member 1","member-1","model",1.80135440939302,0.719294639562713,0.630474043287558,0.2,0.166666666666667
1980,"Member 1","member-1","model",1.73487956389746,0.819590053550121,0.607207847364112,0.2,0.166666666666667
1981,"Member 1","member-1","model",1.63925268649861,0.872142550490949,0.573738440274513,0.2,0.166666666666667
1982,"Member 1","member-1","model",1.60379130771661,0.847436785820436,0.561326957700814,0.2,0.166666666666667
1983,"Member 1","member-1","model",1.66355954491617,0.78858811927767,0.58224584072066,0.2,0.166666666666667
1984,"Member 1","member-1","model",1.73199216878399,0.776547898757172,0.606197259074397,0.2,0.166666666666667
1985,"Member 1","member-1","model",1.76618353434575,0.854881482689925,0.618164237021012,0.2,0.166666666666667
1986,"Member 1","member-1","model",1.74796127830357,0.983893268372434,0.61178644740625,0.2,0.166666666666667
1987,"Member 1","member-1","model",1.71746567944063,1.07158858175325,0.601112987804219,0.2,0.166666666666667
1988,"Member 1","member-1","model",1.6700714832447,1.05815246499766,0.584525019135646,0.2,0.166666666666667
1989,"Member 1","member-1","model",1.59993254688373,0.976457905650583,0.559976391409306,0.2,0.166666666666667
1990,"Member 1","member-1","model",1.59985984608215,0.927934012171093,0.559950946128751,0.2,0.166666666666667
1991,"Member 1","member-1","model",1.59251849910412,0.990323204704018,0.557381474686442,0.2,0.166666666666667
1992,"Member 1","member-1","model",1.58714171410884,1.14111003427972,0.555499599938094,0.2,0.166666666666667
1993,"Member 1","member-1","model",1.59494190886163,1.27165193002292,0.558229668101569,0.2,0.166666666666667
1994,"Member 1","member-1","model",1.5887721403585,1.28508749164345,0.556070249125475,0.2,0.166666666666667
1995,"Member 1","member-1","model",1.60674728613304,1.18989537188278,0.562361550146563,0.2,0.166666666666667
1996,"Member 1","member-1","model",1.61786419330616,1.09898791311996,0.566252467657155,0.2,0.166666666666667
1997,"Member 1","member-1","model",1.642006075629,1.12881241081786,0.574702126470149,0.2,0.166666666666667
1998,"Member 1","member-1","model",1.6149304778045,1.28847432314137,0.565225667231577,0.2,0.166666666666667
1999,"Member 1","member-1","model",1.59776207362591,1.46427288168277,0.559216725769067,0.2,0.166666666666667
2000,"Member 1","member-1","model",1.55532446363062,1.52039206793647,0.544363562270715,0.2,0.166666666666667
2001,"Member 1","member-1","model",1.4734256073744,1.42675947234157,0.515698962581039,0.2,0.166666666666667
2002,"Member 1","member-1","model",1.3841556632883,1.29381686370483,0.484454482150904,0.2,0.166666666666667
2003,"Member 1","member-1","model",1.30778505267869,1.27568105127069,0.457724768437542,0.2,0.166666666666667
2004,"Member 1","member-1","model",1.28134141877505,1.42635416933588,0.448469496571269,0.2,0.166666666666667
2005,"Member 1","member-1","model",1.318624414368,1.6430555143205,0.4615185450288,0.2,0.166666666666667
2006,"Member 1","member-1","model",1.32823202285087,1.75521697751539,0.464881207997805,0.2,0.166666666666667
2007,"Member 1","member-1","model",1.30033964592921,1.68241122323709,0.455118876075223,0.2,0.166666666666667
2008,"Member 1","member-1","model",1.26723040486494,1.51503651247743,0.443530641702729,0.2,0.166666666666667
2009,"Member 1","member-1","model",1.23273962661635,1.4373878150206,0.431458869315723,0.2,0.166666666666667
2010,"Member 1","member-1","model",1.20772392962983,1.55812377726755,0.422703375370442,0.2,0.166666666666667
2011,"Member 1","member-1","model",1.21593691131778,1.80403691370144,0.425577918961224,0.2,0.166666666666667
2012,"Member 1","member-1","model",1.21987530796862,1.98059364369045,0.426956357789017,0.2,0.166666666666667
2013,"Member 1","member-1","model",1.19931920574267,1.94982332089934,0.419761722009935,0.2,0.166666666666667
2014,"Member 1","member-1","model",1.21274862736096,1.76292593917009,0.424462019576335,0.2,0.166666666666667
2015,"Member 1","member-1","model",1.18167738846593,1.6203999933486,0.413587085963076,0.2,0.166666666666667
2016,"Member 1","member-1","model",1.13259369629317,1.6897091624738,0.396407793702609,0.2,0.166666666666667
2017,"Member 1","member-1","model",1.08291257927929,1.94624578579256,0.379019402747752,0.2,0.166666666666667
2018,"Member 1","member-1","model",1.0672193621017,2.18844851781965,0.373526776735595,0.2,0.166666666666667
2019,"Member 1","member-1","model",1.02545690181226,2.22008299799087,0.35890991563429,0.2,0.166666666666667
2020,"Member 1","member-1","model",0.979234289032576,2.03491075229783,0.342732001161402,0.2,0.166666666666667
2021,"Member 1","member-1","model",0.999005674024546,1.83006879992575,0.349651985908591,0.2,0.166666666666667
2022,"Member 1","member-1","model",1.07229361532356,1.8288222628149,0.375302765363246,0.2,0.166666666666667
1954,"Member 2","member-2","model",2.75606863797724,0.2419,0.964624023292033,0.2,0.166666666666667
1955,"Member 2","member-2","model",2.73461820573749,0.248393829385877,0.957116372008122,0.2,0.166666666666667
1956,"Member 2","member-2","model",2.71899324437207,0.259517427631864,0.951647635530224,0.2,0.166666666666667
1957,"Member 2","member-2","model",2.70366338146867,0.270032317392881,0.946282183514034,0.2,0.166666666666667
1958,"Member 2","member-2","model",2.68572805312879,0.278283602117357,0.940004818595075,0.2,0.166666666666667
1959,"Member 2","member-2","model",2.64921334821031,0.28939570913351,0.927224671873608,0.2,0.166666666666667
1960,"Member 2","member-2","model",2.61531631268134,0.310239079882113,0.915360709438467,0.2,0.166666666666667
1961,"Member 2","member-2","model",2.57244737955137,0.339746469341008,0.900356582842979,0.2,0.166666666666667
1962,"Member 2","member-2","model",2.51472912817315,0.366372687398483,0.880155194860604,0.2,0.166666666666667
1963,"Member 2","member-2","model",2.43698464538267,0.378474134142393,0.852944625883934,0.2,0.166666666666667
1964,"Member 2","member-2","model",2.37558786603621,0.378499815104044,0.831455753112674,0.2,0.166666666666667
1965,"Member 2","member-2","model",2.36632778345638,0.384698471513922,0.828214724209735,0.2,0.166666666666667
1966,"Member 2","member-2","model",2.33227855249849,0.414823045253277,0.816297493374471,0.2,0.166666666666667
1967,"Member 2","member-2","model",2.24751113007058,0.466023103122198,0.786628895524703,0.2,0.166666666666667
1968,"Member 2","member-2","model",2.13451470648447,0.512750898535249,0.747080147269565,0.2,0.166666666666667
1969,"Member 2","member-2","model",2.06329082272915,0.529060963743333,0.722151787955204,0.2,0.166666666666667
1970,"Member 2","member-2","model",2.01784424452182,0.516112652787906,0.706245485582637,0.2,0.166666666666667
1971,"Member 2","member-2","model",1.93438639086022,0.50632701592973,0.677035236801076,0.2,0.166666666666667
1972,"Member 2","member-2","model",1.84478679198767,0.535446540707434,0.645675377195684,0.2,0.166666666666667
1973,"Member 2","member-2","model",1.73723963458701,0.606228747793668,0.608033872105454,0.2,0.166666666666667
1974,"Member 2","member-2","model",1.64093743770945,0.680165152117757,0.574328103198306,0.2,0.166666666666667
1975,"Member 2","member-2","model",1.65875603786727,0.710160026926831,0.580564613253545,0.2,0.166666666666667
1976,"Member 2","member-2","model",1.80383591834645,0.686796463251379,0.631342571421259,0.2,0.166666666666667
1977,"Member 2","member-2","model",1.91437930913066,0.653048673230941,0.670032758195731,0.2,0.166666666666667
1978,"Member 2","member-2","model",1.92379493263407,0.66830833889939,0.673328226421924,0.2,0.166666666666667
1979,"Member 2","member-2","model",1.88170250695018,0.751378251521893,0.658595877432562,0.2,0.166666666666667
1980,"Member 2","member-2","model",1.81385449156542,0.856899309214579,0.634849072047896,0.2,0.166666666666667
1981,"Member 2","member-2","model",1.71538486983112,0.912647664249758,0.600384704440891,0.2,0.166666666666667
1982,"Member 2","member-2","model",1.67976036966108,0.887578528306667,0.587916129381379,0.2,0.166666666666667
1983,"Member 2","member-2","model",1.7439052430805,0.826674921280691,0.610366835078174,0.2,0.166666666666667
1984,"Member 2","member-2","model",1.81725877142506,0.814777633457169,0.63604056999877,0.2,0.166666666666667
1985,"Member 2","member-2","model",1.85478794216589,0.89776845681077,0.649175779758063,0.2,0.166666666666667
1986,"Member 2","member-2","model",1.8372958523254,1.03417795551282,0.643053548313891,0.2,0.166666666666667
1987,"Member 2","member-2","model",1.80686409240403,1.12736746555001,0.632402432341411,0.2,0.166666666666667
1988,"Member 2","member-2","model",1.75858716321736,1.11423574400319,0.615505507126075,0.2,0.166666666666667
1989,"Member 2","member-2","model",1.6862548863738,1.02914145846255,0.590189210230829,0.2,0.166666666666667
1990,"Member 2","member-2","model",1.68770871962136,0.978887199031545,0.590698051867477,0.2,0.166666666666667
1991,"Member 2","member-2","model",1.68149412456273,1.04565356764441,0.588522943596955,0.2,0.166666666666667
1992,"Member 2","member-2","model",1.67734808899202,1.20596586827372,0.587071831147206,0.2,0.166666666666667
1993,"Member 2","member-2","model",1.68713682069713,1.34515920757485,0.590497887243994,0.2,0.166666666666667
1994,"Member 2","member-2","model",1.68215618358346,1.36062171257988,0.588754664254211,0.2,0.166666666666667
1995,"Member 2","member-2","model",1.70275778283595,1.26099706078241,0.595965223992581,0.2,0.166666666666667
1996,"Member 2","member-2","model",1.71612650531101,1.16573584762235,0.600644276858853,0.2,0.166666666666667
1997,"Member 2","member-2","model",1.74335277552693,1.19848414610446,0.610173471434424,0.2,0.166666666666667
1998,"Member 2","member-2","model",1.71620428893302,1.36927576136994,0.600671501126556,0.2,0.166666666666667
1999,"Member 2","member-2","model",1.69954729161365,1.55755418865321,0.594841552064779,0.2,0.166666666666667
2000,"Member 2","member-2","model",1.65595872879603,1.61876609991366,0.579585555078609,0.2,0.166666666666667
2001,"Member 2","member-2","model",1.57023788883281,1.52050552841557,0.549583261091483,0.2,0.166666666666667
2002,"Member 2","member-2","model",1.47649604109998,1.38013052132467,0.516773614384993,0.2,0.166666666666667
2003,"Member 2","member-2","model",1.39635300417764,1.36207480324518,0.488723551462174,0.2,0.166666666666667
2004,"Member 2","member-2","model",1.36941984041995,1.52440065569844,0.479296944146982,0.2,0.166666666666667
2005,"Member 2","member-2","model",1.41061066241669,1.75767383205466,0.493713731845841,0.2,0.166666666666667
2006,"Member 2","member-2","model",1.42224922169902,1.879457758311,0.497787227594659,0.2,0.166666666666667
2007,"Member 2","member-2","model",1.39372049821276,1.80322965279826,0.487802174374467,0.2,0.166666666666667
2008,"Member 2","member-2","model",1.3595432184479,1.62540103862105,0.475840126456764,0.2,0.166666666666667
2009,"Member 2","member-2","model",1.32381949365971,1.54358793080755,0.463336822780898,0.2,0.166666666666667
2010,"Member 2","member-2","model",1.2982146568059,1.67486879670131,0.454375129882064,0.2,0.166666666666667
2011,"Member 2","member-2","model",1.30831628510033,1.94109649205383,0.457910699785114,0.2,0.166666666666667
2012,"Member 2","member-2","model",1.31383694165151,2.1331500674556,0.459842929578027,0.2,0.166666666666667
2013,"Member 2","member-2","model",1.29296450471253,2.10206951769977,0.452537576649386,0.2,0.166666666666667
2014,"Member 2","member-2","model",1.30872940936855,1.90244950278874,0.458055293278994,0.2,0.166666666666667
2015,"Member 2","member-2","model",1.27645858812834,1.75037070853842,0.44676050584492,0.2,0.166666666666667
2016,"Member 2","member-2","model",1.22465050150395,1.82704811089088,0.428627675526381,0.2,0.166666666666667
2017,"Member 2","member-2","model",1.17209587451201,2.10652891097825,0.410233556079203,0.2,0.166666666666667
2018,"Member 2","member-2","model",1.15626305919843,2.37104223177622,0.404692070719449,0.2,0.166666666666667
2019,"Member 2","member-2","model",1.1121288158049,2.40772505522246,0.389245085531714,0.2,0.166666666666667
2020,"Member 2","member-2","model",1.06306675819577,2.20911992246527,0.372073365368521,0.2,0.166666666666667
2021,"Member 2","member-2","model",1.08562453910799,1.98874505832535,0.379968588687796,0.2,0.166666666666667
2022,"Member 2","member-2","model",1.16644622544953,1.98940177857425,0.408256178907336,0.2,0.166666666666667
1954,"Member 3","member-3","model",2.81759311356664,0.2473,0.986157589748325,0.2,0.166666666666667
1955,"Member 3","member-3","model",2.79783117169302,0.25413565859172,0.979240910092556,0.2,0.166666666666667
1956,"Member 3","member-3","model",2.78400494045477,0.265722543502706,0.974401729159168,0.2,0.166666666666667
1957,"Member 3","member-3","model",2.77046122618392,0.276703849407163,0.969661429164373,0.2,0.166666666666667
1958,"Member 3","member-3","model",2.75422612532956,0.285381078069146,0.963979143865346,0.2,0.166666666666667
1959,"Member 3","member-3","model",2.71889922336547,0.297008079526684,0.951614728177913,0.2,0.166666666666667
1960,"Member 3","member-3","model",2.68620736566039,0.318648454664603,0.940172577981138,0.2,0.166666666666667
1961,"Member 3","member-3","model",2.64424364824504,0.349228695875331,0.925485276885762,0.2,0.166666666666667
1962,"Member 3","member-3","model",2.58694002717825,0.376893144982389,0.905429009512387,0.2,0.166666666666667
1963,"Member 3","member-3","model",2.50893056503246,0.389647643050676,0.87812569776136,0.2,0.166666666666667
1964,"Member 3","member-3","model",2.44764355634316,0.389980369390542,0.856675244720106,0.2,0.166666666666667
1965,"Member 3","member-3","model",2.44002192080206,0.396679069550517,0.854007672280719,0.2,0.166666666666667
1966,"Member 3","member-3","model",2.4068084125448,0.428079053406158,0.842382944390679,0.2,0.166666666666667
1967,"Member 3","member-3","model",2.32116363786627,0.481295005350599,0.812407273253195,0.2,0.166666666666667
1968,"Member 3","member-3","model",2.20620768588742,0.529972911340246,0.772172690060597,0.2,0.166666666666667
1969,"Member 3","member-3","model",2.13428078020714,0.547263931015646,0.7469982730725,0.2,0.166666666666667
1970,"Member 3","member-3","model",2.08892642837769,0.534293646972869,0.731124249932193,0.2,0.166666666666667
1971,"Member 3","member-3","model",2.00411972549437,0.524579765950597,0.701441903923029,0.2,0.166666666666667
1972,"Member 3","member-3","model",1.91281108613632,0.555190487891009,0.669483880147713,0.2,0.166666666666667
1973,"Member 3","member-3","model",1.80273391755234,0.62908369328261,0.63095687114332,0.2,0.166666666666667
1974,"Member 3","member-3","model",1.70416037448017,0.706370927802915,0.59645613106806,0.2,0.166666666666667
1975,"Member 3","member-3","model",1.72404276093652,0.738111105900709,0.603414966327783,0.2,0.166666666666667
1976,"Member 3","member-3","model",1.87633407006614,0.7143995693249,0.65671692452315,0.2,0.166666666666667
1977,"Member 3","member-3","model",1.99291733442641,0.679840204550228,0.697521067049245,0.2,0.166666666666667
1978,"Member 3","member-3","model",2.00432789713004,0.69628473639164,0.701514763995514,0.2,0.166666666666667
1979,"Member 3","member-3","model",1.96205060450733,0.783461863481073,0.686717711577567,0.2,0.166666666666667
1980,"Member 3","member-3","model",1.89282941923337,0.894208564879037,0.662490296731679,0.2,0.166666666666667
1981,"Member 3","member-3","model",1.79151705316363,0.953152778008566,0.627030968607269,0.2,0.166666666666667
1982,"Member 3","member-3","model",1.75572943160555,0.927720270792898,0.614505301061944,0.2,0.166666666666667
1983,"Member 3","member-3","model",1.82425094124482,0.864761723283712,0.638487829435688,0.2,0.166666666666667
1984,"Member 3","member-3","model",1.90252537406612,0.853007368157165,0.665883880923144,0.2,0.166666666666667
1985,"Member 3","member-3","model",1.94339234998604,0.940655430931615,0.680187322495114,0.2,0.166666666666667
1986,"Member 3","member-3","model",1.92663042634723,1.0844626426532,0.674320649221531,0.2,0.166666666666667
1987,"Member 3","member-3","model",1.89626250536744,1.18314634934677,0.663691876878602,0.2,0.166666666666667
1988,"Member 3","member-3","model",1.84710284319001,1.17031902300873,0.646485995116503,0.2,0.166666666666667
1989,"Member 3","member-3","model",1.77257722586386,1.08182501127451,0.620402029052352,0.2,0.166666666666667
1990,"Member 3","member-3","model",1.77555759316058,1.029840385892,0.621445157606203,0.2,0.166666666666667
1991,"Member 3","member-3","model",1.77046975002134,1.1009839305848,0.619664412507469,0.2,0.166666666666667
1992,"Member 3","member-3","model",1.76755446387519,1.27082170226771,0.618644062356317,0.2,0.166666666666667
1993,"Member 3","member-3","model",1.77933173253263,1.41866648512679,0.622766106386419,0.2,0.166666666666667
1994,"Member 3","member-3","model",1.77554022680842,1.43615593351631,0.621439079382946,0.2,0.166666666666667
1995,"Member 3","member-3","model",1.79876827953886,1.33209874968204,0.629568897838599,0.2,0.166666666666667
1996,"Member 3","member-3","model",1.81438881731586,1.23248378212473,0.635036086060552,0.2,0.166666666666667
1997,"Member 3","member-3","model",1.84469947542485,1.26815588139107,0.645644816398699,0.2,0.166666666666667
1998,"Member 3","member-3","model",1.81747810006153,1.45007719959852,0.636117335021536,0.2,0.166666666666667
1999,"Member 3","member-3","model",1.8013325096014,1.65083549562365,0.63046637836049,0.2,0.166666666666667
2000,"Member 3","member-3","model",1.75659299396144,1.71714013189085,0.614807547886503,0.2,0.166666666666667
2001,"Member 3","member-3","model",1.66705017029122,1.61425158448957,0.583467559601927,0.2,0.166666666666667
2002,"Member 3","member-3","model",1.56883641891166,1.46644417894451,0.549092746619082,0.2,0.166666666666667
2003,"Member 3","member-3","model",1.48492095567659,1.44846855521966,0.519722334486805,0.2,0.166666666666667
2004,"Member 3","member-3","model",1.45749826206484,1.62244714206101,0.510124391722695,0.2,0.166666666666667
2005,"Member 3","member-3","model",1.50259691046538,1.87229214978883,0.525908918662882,0.2,0.166666666666667
2006,"Member 3","member-3","model",1.51626642054718,2.0036985391066,0.530693247191512,0.2,0.166666666666667
2007,"Member 3","member-3","model",1.48710135049632,1.92404808235944,0.520485472673711,0.2,0.166666666666667
2008,"Member 3","member-3","model",1.45185603203086,1.73576556476466,0.508149611210799,0.2,0.166666666666667
2009,"Member 3","member-3","model",1.41489936070307,1.6497880465945,0.495214776246073,0.2,0.166666666666667
2010,"Member 3","member-3","model",1.38870538398196,1.79161381613507,0.486046884393686,0.2,0.166666666666667
2011,"Member 3","member-3","model",1.40069565888287,2.07815607040623,0.490243480609005,0.2,0.166666666666667
2012,"Member 3","member-3","model",1.40779857533439,2.28570649122074,0.492729501367037,0.2,0.166666666666667
2013,"Member 3","member-3","model",1.38660980368239,2.25431571450019,0.485313431288838,0.2,0.166666666666667
2014,"Member 3","member-3","model",1.40471019137615,2.04197306640739,0.491648566981653,0.2,0.166666666666667
2015,"Member 3","member-3","model",1.37123978779076,1.88034142372823,0.479933925726765,0.2,0.166666666666667
2016,"Member 3","member-3","model",1.31670730671472,1.96438705930796,0.460847557350153,0.2,0.166666666666667
2017,"Member 3","member-3","model",1.26127916974473,2.26681203616393,0.441447709410655,0.2,0.166666666666667
2018,"Member 3","member-3","model",1.24530675629515,2.55363594573279,0.435857364703303,0.2,0.166666666666667
2019,"Member 3","member-3","model",1.19880072979754,2.59536711245405,0.419580255429138,0.2,0.166666666666667
2020,"Member 3","member-3","model",1.14689922735897,2.38332909263271,0.40141472957564,0.2,0.166666666666667
2021,"Member 3","member-3","model",1.17224340419143,2.14742131672495,0.410285191467002,0.2,0.166666666666667
2022,"Member 3","member-3","model",1.2605988355755,2.14998129433361,0.441209592451426,0.2,0.166666666666667
1954,"Member 4","member-4","model",2.87911758915605,0.2527,1.00769115620462,0.2,0.166666666666667
